"","the_geom.type","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","benchid","category","benchtype","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","femafldz","femafldt","hrcevac"
"1","Point","5","Staten Island","503","51","62","24","11","2639.0","1616.0","Municipal Facilities","backed",2014-08-06,"58 Summit Street","330 Yetman Avenue","Yetman Avenue","Brighton Street and Yetman Avenue","Staten Island","503.0","Not Applicable","Not Applicable","40.509037","-74.244118","X","AREA OF MINIMAL FLOOD HAZARD",NA
"2","Point","5","Staten Island","503","51","62","24","11","760.0","398.0","General","backless",2012-12-21,"100 Luten Avenue","100 Luten Avenue","Luten Avenue","Eylandt Street & Deisius Street","Staten Island","503.0","S55","Not Applicable","40.528092","-74.192032","X","AREA OF MINIMAL FLOOD HAZARD","6"
"3","Point","5","Staten Island","503","51","62","24","11","760.0","422.0","General","backless",2012-12-21,"100 Luten Avenue","100 Luten Avenue","Luten Avenue","Eylandt Street & Deisius Street","Staten Island","503.0","S55","Not Applicable","40.528092","-74.192032","X","AREA OF MINIMAL FLOOD HAZARD","6"
"4","Point","5","Staten Island","503","51","62","24","11","3474.0","2336.0","General","backed",2016-12-20,"856 Annadale Road","856 Annadale Road","Annadale Road","Belfield Avenue & Jefferson Boulevard","Staten Island","503.0","S55","Not Applicable","40.541244","-74.177361","X","AREA OF MINIMAL FLOOD HAZARD",NA
"5","Point","5","Staten Island","503","51","62","24","11","1817.0","479.0","General","backed",2013-03-06,"455 Huguenot Avenue","929 Woodrow Road","Woodrow Road","Woodrow Road & Boulder Street","Staten Island","503.0","S56","Not Applicable","40.54438","-74.197897","X","AREA OF MINIMAL FLOOD HAZARD",NA
"6","Point","5","Staten Island","503","51","62","24","11","2682.0","1501.0","Municipal Facilities","backed",2014-08-06,"380 Genesee Avenue","380 Genesee Avenue","Genesee Avenue","Wainwright Avenue & Richmond Avenue","Staten Island","503.0","Not Applicable","Not Applicable","40.552523","-74.169464","X","AREA OF MINIMAL FLOOD HAZARD",NA
"7","Point","5","Staten Island","502","50","64","24","11","3196.0","2056.0","General","backed",2016-04-13,"2488 Hylan Boulevard","2488 Hylan Boulevard","Hylan Boulevard","Jacques Avenue & New Dorp Lane","Staten Island","502.0","S78","Not Applicable","40.570692","-74.109521","X","AREA OF MINIMAL FLOOD HAZARD","4"
"8","Point","5","Staten Island","503","50","62","24","11","2640.0","1613.0","Municipal Facilities","backed",2014-08-06,"30 Natick Street","30 Natick Street","Natick Street","Mapplewood Avenue and Wilder Avenue","Staten Island","503.0","Not Applicable","Not Applicable","40.571187","-74.132634","X","AREA OF MINIMAL FLOOD HAZARD",NA
"9","Point","5","Staten Island","502","50","64","24","11","3654.0","2338.0","Senior Safety","backed",2016-12-27,"324 New Dorp Lane","324 New Dorp Lane","New Dorp Lane","Clawson Street & Hylan Blvd.","Staten Island","502.0","Not Applicable","Not Applicable","40.571497","-74.111697","X","AREA OF MINIMAL FLOOD HAZARD","5"
"10","Point","5","Staten Island","502","50","64","24","11","2501.0","1178.0","Municipal Facilities","backed",2014-06-05,"309 New Dorp Lane","309 New Dorp Lane","New Dorp Lane","Edison Street and Clawson Street","Staten Island","502.0","Not Applicable","Not Applicable","40.571854","-74.112327","X","AREA OF MINIMAL FLOOD HAZARD","5"
"11","Point","5","Staten Island","502","50","64","24","11","3655.0","2339.0","Senior Safety","backed",2016-12-27,"2424 Hylan Blvd.","2424 Hylan Blvd.","Hylan Blvd.","Locust Avenue & Jacques Avenue","Staten Island","502.0","Not Applicable","Not Applicable","40.571986","-74.10822","X","AREA OF MINIMAL FLOOD HAZARD","4"
"12","Point","3","Brooklyn","313","47","46","23","8","4008.0","699.0","Bus Route","backless 2",2018-02-07,"3239 Surf Avenue","3239 Surf Avenue","Surf Avenue","West 32nd Street & West 33rd Street","Brooklyn","313.0","B36","Not Applicable","40.572787","-73.998539","AE",NA,"1"
"13","Point","3","Brooklyn","313","47","46","23","8","4003.0","295.0","Bus Route","backless 2",2018-02-07,"2563 Surf Avenue","2563 Surf Avenue","Surf Avenue","West 25th Street & West 27th Street","Brooklyn","313.0","B36","Not Applicable","40.573355","-73.992124","AE",NA,"1"
"14","Point","3","Brooklyn","313","47","46","23","8","1164.0","187.0","Senior Center","backed",2012-09-17,"2955 West 29th Street","2955 West 29th Street","West 29th Street","Surf and Mermaid Avenues","Brooklyn","313.0","Not Applicable","Not Applicable","40.573627","-73.995033","AE",NA,"1"
"15","Point","3","Brooklyn","313","47","46","23","8","1164.0","196.0","Senior Center","backed",2012-09-17,"2955 West 29th Street","2955 West 29th Street","West 29th Street","Surf and Mermaid Avenues","Brooklyn","313.0","Not Applicable","Not Applicable","40.573627","-73.995033","AE",NA,"1"
"16","Point","3","Brooklyn","313","47","46","23","8","1165.0","194.0","Senior Center","backed",2012-09-17,"3602 Mermaid Avenue","3602 Mermaid Avenue","Mermaid Avenue","Surf and Mermaid Avenues","Brooklyn","313.0","Not Applicable","Not Applicable","40.574725","-74.001908","AE",NA,"1"
"17","Point","3","Brooklyn","313","47","46","23","8","1165.0","190.0","Senior Center","backed",2012-09-17,"3602 Mermaid Avenue","3602 Mermaid Avenue","Mermaid Avenue","Surf and Mermaid Avenues","Brooklyn","313.0","Not Applicable","Not Applicable","40.574725","-74.001908","AE",NA,"1"
"18","Point","5","Staten Island","502","50","64","24","11","2888.0","1952.0","Municipal Facilities","backless",2015-02-23,"Midland Playground","442 Midland Avenue","Midland Avenue","Boundary Avenue and Mason Avenue","Staten Island","502.0","S51","Not Applicable","40.57491","-74.098833","AE",NA,"2"
"19","Point","3","Brooklyn","313","47","46","23","8","3459.0","2448.0","Bus Route","backless",2016-12-16,"3026 Mermaid Avenue","3026 Mermaid Avenue","Mermaid Avenue","W 30th Street & W 31st Street","Brooklyn","313.0","B74","Not Applicable","40.575241","-73.997232","AE",NA,"1"
"20","Point","3","Brooklyn","313","47","46","23","8","3457.0","2447.0","Bus Route","backless",2016-12-16,"1015 Surf Avenue","1015 Surf Avenue","Surf Avenue","W 8th Street & W 12th Street","Brooklyn","313.0","B36","Not Applicable","40.575475","-73.978376","AE",NA,"1"
"21","Point","3","Brooklyn","313","47","46","23","8","1157.0","278.0","Senior Center","backed",2012-10-25,"1310 Surf Avenue","1310 Surf Avenue","Surf Avenue","West 12th Street and Stilwell Avenue","Brooklyn","313.0","Not Applicable","Not Applicable","40.575544","-73.981652","AE",NA,"1"
"22","Point","3","Brooklyn","313","47","46","23","8","2222.0","1065.0","Bus Route","backless",2013-10-31,"1243 Surf Avenue","1243 Surf Avenue","Surf Avenue","Stillwell Avenue and West 12th Street","Brooklyn","313.0","B36","Not Applicable","40.575566","-73.980803","AE",NA,"1"
"23","Point","3","Brooklyn","313","47","46","23","8","1546.0","1368.0","General","backed",2013-11-27,"1901 Mermaid Avenue","1901 Mermaid Avenue","Mermaid Avenue","West 19th & West 20th Street","Brooklyn","313.0","Not Applicable","Not Applicable","40.576502","-73.985993","AE",NA,"1"
"24","Point","3","Brooklyn","313","47","46","23","8","1155.0","946.0","Senior Center","backed",2014-07-02,"1403 Mermaid Avenue","1403 Mermaid Avenue","Stillwell Avenue","West 15th Street and Stillwell Avenue","Brooklyn","313.0","Not Applicable","Not Applicable","40.576971","-73.981745","AE",NA,"1"
"25","Point","3","Brooklyn","313","48","45","23","8","3239.0","1905.0","Senior Center","backed",2016-04-13,"1151 Brighton Beach Avenue","1151 Brighton Beach Avenue","Brighton Beach Avenue","Brighton 15th Street & Brighton 14th Street","Brooklyn","313.0","Not Applicable","Not Applicable","40.577521","-73.955301","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"26","Point","3","Brooklyn","313","47","46","23","8","1162.0","229.0","Senior Center","backed",2012-09-27,"2828 Neptune Avenue","2828 Neptune Avenue","Neptune Avenue","West 28th and 29th Streets","Brooklyn","313.0","Not Applicable","Not Applicable","40.577832","-73.995126","AE",NA,"1"
"27","Point","5","Staten Island","502","50","64","24","11","3656.0","2346.0","Senior Safety","backed",2016-12-27,"2154 Hylan Blvd","2154 Hylan Blvd","Hylan Blvd","Midland Avenue & Zwicky Avenue","Staten Island","502.0","Not Applicable","Not Applicable","40.577835","-74.102405","AE",NA,"2"
"28","Point","3","Brooklyn","313","48","45","23","8","3238.0","1902.0","Senior Center","backed",2016-04-14,"1007 Brighton Beach Avenue","1007 Brighton Beach Avenue","Brighton 11 Street","Brighton Beach Avenue & Cass Place","Brooklyn","313.0","Not Applicable","Brighton Beach","40.57805","-73.959415","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"29","Point","3","Brooklyn","313","48","45","23","8","3719.0","169.0","General","backless 2",2017-07-03,"1047 Brighton Beach Avenue","1047 Brighton Beach Avenue","Brighton Beach Avenue","Brighton 11th Street & Brighton 12th Street","Brooklyn","313.0","B1","Brighton Beach","40.578293","-73.958011","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"30","Point","4","Queens","414","32","23","15","5","1952.0","0.0","BID","backed",NA,"137 Beach 116th Street","137 Beach 116th Street","Beach 116th Street","Boardwalk & Rockaway Beach Blvd","Queens","414.0","Not Applicable","Beach 116th Street Partnership","40.57869","-73.836568","X","AREA OF MINIMAL FLOOD HAZARD","1"
"31","Point","4","Queens","414","32","23","15","5","2485.0","1836.0","BID","backed",2014-12-01,"143 Beach 116th Street","143 Beach 116th Street","Beach 116th Street","Rockaway Beach Blvd & Ocean Promenade Walkway","Queens","414.0","Not Applicable","Beach 116th Street Partnership","40.578775","-73.836618","X","AREA OF MINIMAL FLOOD HAZARD","1"
"32","Point","3","Brooklyn","313","48","46","23","8","1701.0","543.0","General","backed",2013-05-15,"301 Ocean View Avenue","301 Ocean View Avenue","Ocean View Avenue","Brighton 3 Street & Brighton 4 Street","Brooklyn","313.0","Not Applicable","Not Applicable","40.579018","-73.964843","AE",NA,"1"
"33","Point","4","Queens","414","32","23","15","5","1953.0","1596.0","BID","backed",2014-12-02,"186 Beach 116th Street","186 Beach 116th Street","Beach 116th Street","Flight 587 Park Memorial Rockaway Beach Blvd","Queens","414.0","Not Applicable","Beach 116th Street Partnership","40.579346","-73.836919","X","AREA OF MINIMAL FLOOD HAZARD","1"
"34","Point","4","Queens","414","32","23","15","5","1949.0","1493.0","BID","backed",2014-12-02,"211 Beach 116th Street","211 Beach 116th Street","Beach 116th Street","Rockaway Beach Blvd & Newport Avenue","Queens","414.0","Not Applicable","Beach 116th Street Partnership","40.580011","-73.837324","X","AREA OF MINIMAL FLOOD HAZARD","1"
"35","Point","5","Staten Island","502","50","64","24","11","1675.0","364.0","Bus Route","backless",2013-01-29,"2051 Hylan Boulevard","2051 Hylan Boulevard","Hylan Boulevard","Adams Avenue & Hunter Avenue","Staten Island","502.0","S78","Not Applicable","40.580138","-74.099845","AE",NA,"2"
"36","Point","4","Queens","414","32","23","15","5","1954.0","1075.0","BID","backless",2014-12-01,"222 Beach 116th Street","222 Beach 116th Street","Beach 116th Street","Rockaway Beach Blvd & Newport Avenue","Queens","414.0","Q53","Beach 116th Street Partnership","40.580528","-73.837604","X","AREA OF MINIMAL FLOOD HAZARD","1"
"37","Point","3","Brooklyn","313","48","46","23","8","3753.0","72.0","Senior Safety","backed 2",2017-07-03,"359 Neptune Avenue","359 Neptune Avenue","Neptune Avenue","Ocean Pkwy & Brighton 3rd Street","Brooklyn","313.0","Not Applicable","Not Applicable","40.580596","-73.966423","AE",NA,"1"
"38","Point","4","Queens","414","32","23","15","5","1955.0","1569.0","BID","backed",2014-12-01,"264 Beach 116th Street","264 Beach 116th Street","Beach 116th Street","Rockaway Beach Blvd & Newport Avenue","Queens","414.0","Not Applicable","Beach 116th Street Partnership","40.580717","-73.837715","AE",NA,"1"
"39","Point","4","Queens","414","32","23","15","5","2977.0","1655.0","Municipal Facilities","backless",2015-02-02,"10640 Rockaway Beach Boulevard","10640 Rockaway Beach Boulevard","Rockaway Beach Boulevard","Beach 107th Street and Beach 108th Street","Queens","414.0","Q53","Not Applicable","40.582299","-73.828542","X","AREA OF MINIMAL FLOOD HAZARD","1"
"40","Point","5","Staten Island","502","50","64","24","11","4148.0","488.0","General","backed 2",2019-03-14,"1880 Hylan Boulevard","1880 Hylan Boulevard","Hylan Boulevard","Seaver Avenue & Slater Boulevard","Staten Island","502.0","S78","Not Applicable","40.583531","-74.095538","AE",NA,"2"
"41","Point","3","Brooklyn","315","48","45","23","8","2145.0","1012.0","Community Health Centers","backless",2013-09-18,"2235 Emmons Avenue","2235 Emmons Avenue","Emmons Avenue","East 21st and Dooley Streets","Brooklyn","315.0","B4","Not Applicable","40.583715","-73.945292","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"42","Point","3","Brooklyn","315","48","41","22","8","2313.0","1111.0","General","backed",2014-01-14,"3129 Emmons Avenue","3129 Emmons Avenue","Emmons Avenue","Ford Street & Coyle Street","Brooklyn","315.0","Not Applicable","Not Applicable","40.584049","-73.934675","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"43","Point","4","Queens","414","32","23","10","5","4231.0","530.0","Bus Route","backed 2",2019-01-31,"95-20 Rockaway Beach Blvd","95-20 Rockaway Beach Blvd","Rockaway Beach Blvd","Beach 95th Street & Beach 96th Street","Queens","414.0","Q52","Not Applicable","40.585447","-73.817769","X","AREA OF MINIMAL FLOOD HAZARD","1"
"44","Point","3","Brooklyn","313","48","45","23","11","3147.0","1870.0","AAR","backed",2015-09-09,"2629 Ocean Parkway","2629 Ocean Parkway","Ocean Parkway","Shore Parkway & Avenue Z","Brooklyn","313.0","Not Applicable","Not Applicable","40.586015","-73.96629","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"45","Point","4","Queens","414","32","23","15","5","4232.0","510.0","Bus Route","backless",2019-02-05,"81-04 Rockaway Beach Blvd","81-04 Rockaway Beach Blvd","Rockaway Beach Blvd","Beach 84th street & Beach 81st street","Queens","414.0","Q53","Not Applicable","40.587969","-73.807677","X","AREA OF MINIMAL FLOOD HAZARD","1"
"46","Point","3","Brooklyn","315","48","45","22","9","3908.0","321.0","Senior Safety","backed 2",2018-01-12,"2981 Ocean Avenue","2981 Ocean Avenue","Ocean Avenue","Avenue Z & Jerome Avenue","Brooklyn","315.0","Not Applicable","Not Applicable","40.588443","-73.94932","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"47","Point","3","Brooklyn","315","48","45","22","9","3910.0","351.0","Senior Safety","backed 2",2018-01-12,"2570 E. 17th Street","2570 E. 17th Street","E. 17th Street","Avenue Z & Avenue Y","Brooklyn","315.0","Not Applicable","Not Applicable","40.588694","-73.952564","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"48","Point","3","Brooklyn","315","47","45","22","11","3434.0","2334.0","Bus Route","backless",2016-12-16,"256 Avenue X","256 Avenue X","Avenue X","Shell Road & W 3rd Street","Brooklyn","315.0","B1","Not Applicable","40.590158","-73.973695","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"49","Point","5","Staten Island","502","50","63","24","11","2645.0","1508.0","Municipal Facilities","backed",2014-08-06,"50 Jefferson Street","50 Jefferson Street","Jefferson Street","Cromwell Avenue and Garretson Avenue","Staten Island","502.0","Not Applicable","Not Applicable","40.59057","-74.097722","X","AREA OF MINIMAL FLOOD HAZARD",NA
"50","Point","4","Queens","414","31","31","15","5","4234.0","0.0","Bus Route","backed",2019-01-31,"6720 Rockaway Beach Blvd","6720 Rockaway Beach Blvd","Rockaway Beach Blvd","Beach 67th St & Beach 69th St","Queens","414.0","Q53","Not Applicable","40.59067","-73.796234","AE",NA,"1"
"51","Point","5","Staten Island","502","50","64","23","11","3211.0","1906.0","Municipal Facilities","backed",2016-04-13,"351 Sand Lane","351 Sand Lane","Sand Lane","Father Capodanno Boulevard & Sand Court","Staten Island","502.0","Not Applicable","Not Applicable","40.590902","-74.067183","AE",NA,"1"
"52","Point","3","Brooklyn","315","48","41","19","9","3914.0","265.0","Bus Route","backed 2",2018-01-12,"2885 Ocean Avenue","2885 Ocean Avenue","Ocean Avenue","Avenue Y & Avenue X","Brooklyn","315.0","Not Applicable","Not Applicable","40.591133","-73.949833","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"53","Point","3","Brooklyn","315","46","59","22","9","1548.0","1359.0","General","backed",2013-11-27,"2808 Gerritsen Avenue","2808 Gerritsen Avenue","Gerritsen Avenue","Bartlett Place & Gotham Avenue","Brooklyn","315.0","Not Applicable","Not Applicable","40.591563","-73.923725","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"54","Point","3","Brooklyn","315","47","45","23","11","3435.0","2444.0","Bus Route","backless",2016-12-16,"2837 86th Street","2837 86th Street","86th Street","W 7th Street & W 8th Street","Brooklyn","315.0","B1","Not Applicable","40.592278","-73.977838","X","AREA OF MINIMAL FLOOD HAZARD","4"
"55","Point","4","Queens","414","31","31","10","5","4235.0","4657.0","Bus Route","backed",2019-02-05,"219 Beach 59th St","219 Beach 59th St","Arverne Blvd","Beach 59th Street & Beach 62nd Street","Queens","414.0","Q53","Not Applicable","40.592902","-73.789051","AE",NA,"1"
"56","Point","3","Brooklyn","315","47","45","22","11","2612.0","1144.0","Municipal Facilities","backless",2014-07-02,"2590 Coney Island Avenue","2590 Coney Island Avenue","Coney Island Avenue","Avenue W & Lancaster Avenue","Brooklyn","315.0","B68","Not Applicable","40.593558","-73.960842","X","AREA OF MINIMAL FLOOD HAZARD","3"
"57","Point","5","Staten Island","502","50","64","23","11","2646.0","1345.0","Municipal Facilities","backed",2014-08-13,"41 Reid Avenue","41 Reid Avenue","Reid Avenue","Oberlin Street and Parkinson Avenue","Staten Island","502.0","Not Applicable","Not Applicable","40.59377","-74.08058","X","AREA OF MINIMAL FLOOD HAZARD","5"
"58","Point","4","Queens","414","31","23","15","5","2854.0","1456.0","Municipal Facilities","backed",2014-12-02,"180 Beach 35th Street","180 Beach 35th Street","Beach 35th Street","Edgemere Avenue and Boardwalk","Queens","414.0","Not Applicable","Not Applicable","40.593779","-73.767199","AE",NA,"1"
"59","Point","3","Brooklyn","315","48","41","19","9","3270.0","2025.0","Municipal Facilities","backed",2016-05-23,"2739 Ocean Avenue","2739 Ocean Avenue","Ocean Avenue","Avenue W & Avenue X","Brooklyn","315.0","Not Applicable","Not Applicable","40.594375","-73.95045","X","AREA OF MINIMAL FLOOD HAZARD","3"
"60","Point","3","Brooklyn","315","48","45","17","11","2611.0","1134.0","Municipal Facilities","backless",2014-07-02,"2555 Coney Island Avenue","2555 Coney Island Avenue","Coney Island Avenue","Gravesend Neck Road & Avenue V","Brooklyn","315.0","B68","Not Applicable","40.594634","-73.960907","X","AREA OF MINIMAL FLOOD HAZARD","3"
"61","Point","4","Queens","414","31","31","10","5","4236.0","466.0","Bus Route","backless",2019-02-05,"5422 Beach Channel Drive","5422 Beach Channel Drive","Beach Channel Drive","Beach 54th Street & Beach 55th Street","Queens","414.0","Q53","Not Applicable","40.595017","-73.78549","AE",NA,"1"
"62","Point","3","Brooklyn","311","47","47","23","10","4184.0","1004.0","Bus Route","backless 2",2018-09-25,"8781 24th Avenue","8781 24th Avenue","CROPSEY AVENUE","24th Avenue & Bay 37th Street","Brooklyn","311.0","B82","Not Applicable","40.595423","-73.993371","X","AREA OF MINIMAL FLOOD HAZARD","2"
"63","Point","5","Staten Island","502","50","64","23","11","2503.0","817.0","Municipal Facilities","backed",2014-06-05,"21 Robin Road","21 Robin Road","Robin Road","Ocean Avenue and Father Capodanno Boulevard","Staten Island","502.0","Not Applicable","Not Applicable","40.595653","-74.062989","X","AREA OF MINIMAL FLOOD HAZARD","5"
"64","Point","3","Brooklyn","315","47","45","22","11","2769.0","1239.0","Municipal Facilities","backed",2014-10-14,"345 Van Sicklen Street","345 Van Sicklen Street","Van Sicklen Street","Gravesend Neck Road & Avenue U","Brooklyn","315.0","Not Applicable","Not Applicable","40.595698","-73.97518","X","AREA OF MINIMAL FLOOD HAZARD","5"
"65","Point","3","Brooklyn","315","48","41","19","11","3754.0","264.0","Senior Safety","backed 2",2018-01-12,"1826 Gravesend Neck Road","2254 E 19th Street","E 19th Street","E 19th Street & E 18th Street","Brooklyn","315.0","Not Applicable","Not Applicable","40.59588","-73.952606","X","AREA OF MINIMAL FLOOD HAZARD","3"
"66","Point","4","Queens","414","31","23","10","5","3599.0","2332.0","General","backless",2016-12-09,"233 Beach 20th Street","233 Beach 20th Street","Beach 20th Street","Plainview Avenue & Seagirt Blvd","Queens","414.0","Q22","Not Applicable","40.596011","-73.754109","X","AREA OF MINIMAL FLOOD HAZARD","1"
"67","Point","3","Brooklyn","311","47","47","22","10","3276.0","1910.0","Municipal Facilities","backed",2016-05-21,"2631 86th Street","2631 86th Street","86th Street","Stillwell Avenue & West 13th Street","Brooklyn","311.0","Not Applicable","Not Applicable","40.596232","-73.984383","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"68","Point","3","Brooklyn","315","47","45","22","11","3437.0","2321.0","Bus Route","backless",2016-11-03,"135 Avenue U","135 Avenue U","Avenue U","W 8th Street & W 7th Street","Brooklyn","311.0","B3","Not Applicable","40.596319","-73.979288","X","AREA OF MINIMAL FLOOD HAZARD","4"
"69","Point","3","Brooklyn","311","47","47","22","10","3509.0","30.0","General","backed 2",2017-02-13,"2619 86th Street","2619 86th Street","86th Street","Stillwell Avenue & W. 13th Street","Brooklyn","311.0","Not Applicable","Not Applicable","40.596399","-73.984664","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"70","Point","3","Brooklyn","311","47","47","22","11","3095.0","1673.0","General","backed",2015-09-09,"203 Avenue U","203 Avenue U","Avenue U","W 5th Street & W 6th Street","Brooklyn","311.0","Not Applicable","Not Applicable","40.596609","-73.976659","X","AREA OF MINIMAL FLOOD HAZARD","5"
"71","Point","3","Brooklyn","315","46","41","19","9","2637.0","1246.0","Municipal Facilities","backed",2014-07-15,"3117 Avenue W","3117 Avenue W","Knapp Street","Avenue W & Whitney Avenue","Brooklyn","315.0","Not Applicable","Not Applicable","40.596757","-73.933499","X","AREA OF MINIMAL FLOOD HAZARD","3"
"72","Point","3","Brooklyn","315","47","45","22","11","1648.0","455.0","Senior Center","backed",2013-03-06,"288 Avenue U",NA,"McDonald Avenue","Village Road N & McDonald Avenue","Brooklyn","315.0","Not Applicable","Not Applicable","40.596941","-73.973497","X","AREA OF MINIMAL FLOOD HAZARD","5"
"73","Point","3","Brooklyn","311","47","47","22","10","3915.0","693.0","Bus Route","backed 2",2018-01-17,"2018 Stillwell Avenue","2018 Stillwell Avenue","Stillwell Avenue","Stillwell Avenue & 25th Avenue","Brooklyn","311.0","Not Applicable","Not Applicable","40.597407","-73.985402","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"74","Point","3","Brooklyn","311","47","47","22","10","3907.0","392.0","Senior Safety","backed 2",2018-01-17,"2360 Benson Avenue","2360 Benson Avenue","Benson Avenue","Bay 35th & 24th Avenue","Brooklyn","311.0","Not Applicable","Not Applicable","40.597863","-73.991693","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"75","Point","5","Staten Island","502","50","64","23","11","1666.0","429.0","Bus Route","backless",2012-12-21,"134 McClean Avenue","134 McClean Avenue","McClean Avenue","Conger Street & Hastings Street","Staten Island","502.0","S53","Not Applicable","40.598044","-74.066437","X","AREA OF MINIMAL FLOOD HAZARD",NA
"76","Point","3","Brooklyn","315","48","45","17","11","3756.0","195.0","Senior Safety","backed 2",2017-07-06,"1201 Avenue U","1201 Avenue U","Avenue U","E. 12th Street & Homecrest Avenue","Brooklyn","315.0","Not Applicable","Not Applicable","40.598444","-73.960033","X","AREA OF MINIMAL FLOOD HAZARD","4"
"77","Point","3","Brooklyn","315","46","41","19","9","3263.0","2344.0","Municipal Facilities","backed",2016-05-23,"3495 Nostrand Avenue","3495 Nostrand Avenue","Nostrand Avenue","Avenue V & Avenue U","Brooklyn","315.0","B36","Not Applicable","40.598817","-73.94157","X","AREA OF MINIMAL FLOOD HAZARD","3"
"78","Point","3","Brooklyn","311","47","47","23","11","4166.0","560.0","Bus Route","backed 2",2018-09-21,"8758 Bay Parkway","8758 Bay Parkway","Bay Parkway","Batch Avenue & Benson Street","Brooklyn","311.0","B82","Not Applicable","40.598953","-73.996936","X","AREA OF MINIMAL FLOOD HAZARD","5"
"79","Point","3","Brooklyn","311","47","47","23","11","3912.0","697.0","Senior Safety","backed 2",2018-01-17,"2150 Bath Avenue","2150 Bath Avenue","Bath Avenue","Bay 29th & Bay 28th","Brooklyn","311.0","Not Applicable","Not Applicable","40.598972","-73.997965","X","AREA OF MINIMAL FLOOD HAZARD","5"
"80","Point","3","Brooklyn","311","47","47","23","11","4167.0","0.0","Bus Route","backless 2",2018-09-21,"8747 Bay Parkway","8747 Bay Parkway","Bay Parkway","Bath Avenue & Benson Avenue","Brooklyn","311.0","B82","Not Applicable","40.599085","-73.99677","X","AREA OF MINIMAL FLOOD HAZARD","5"
"81","Point","3","Brooklyn","315","48","41","19","9","3755.0","161.0","Senior Safety","backed 2",2017-07-06,"1802 Avenue U","1802 Avenue U","Avenue U","E 19th Street & E 18th Street","Brooklyn","315.0","Not Applicable","Not Applicable","40.599155","-73.953392","X","AREA OF MINIMAL FLOOD HAZARD","4"
"82","Point","3","Brooklyn","315","48","41","19","9","3921.0","328.0","Senior Safety","backed 2",2018-01-24,"2302 Avenue U","2113 E 23rd Street","E 23rd Street","E 23rd Street & E 24th Street","Brooklyn","315.0","Not Applicable","Not Applicable","40.599707","-73.948365","X","AREA OF MINIMAL FLOOD HAZARD","4"
"83","Point","3","Brooklyn","315","48","41","19","9","3923.0","325.0","Bus Route","backless 2",2018-02-07,"2306 Avenue U","2306 Avenue U","Avenue U","E 23rd Avenue & E 24th Avenue","Brooklyn","315.0","B3","Not Applicable","40.59971","-73.94834","X","AREA OF MINIMAL FLOOD HAZARD","4"
"84","Point","3","Brooklyn","315","48","41","19","9","3922.0","422.0","Bus Route","backless 2",2018-01-24,"2502 Avenue U","2502 Avenue U","Avenue U","Bedford Avenue & E 26th Street","Brooklyn","315.0","B3","Not Applicable","40.599918","-73.946474","X","AREA OF MINIMAL FLOOD HAZARD","3"
"85","Point","3","Brooklyn","311","47","47","23","11","285.0","337.0","Bus Route","backless",2013-04-03,"8686 Bay Parkway","8686 Bay Parkway","Bay Parkway","Benson Avenue & Bath Avenue","Brooklyn","311.0","B6","Not Applicable","40.599985","-73.995862","X","AREA OF MINIMAL FLOOD HAZARD","5"
"86","Point","3","Brooklyn","315","46","41","19","9","3920.0","300.0","Senior Safety","backed 2",2018-01-24,"3082 Avenue U","3082 Avenue U","Avenue U","Bragg Street & Brigham Street","Brooklyn","315.0","Not Applicable","Not Applicable","40.601285","-73.935763","X","AREA OF MINIMAL FLOOD HAZARD","3"
"87","Point","3","Brooklyn","315","48","45","17","11","3237.0","1766.0","Senior Center","backed",2016-04-30,"2279 Coney Island Avenue","2279 Coney Island Avenue","Coney Island Avenue","Avenue T & Avenue S","Brooklyn","315.0","Not Applicable","Not Applicable","40.60142","-73.961418","X","AREA OF MINIMAL FLOOD HAZARD","5"
"88","Point","3","Brooklyn","315","48","45","17","11","3278.0","2254.0","Municipal Facilities","backed",2016-05-23,"1970 Homecrest Avenue","1970 Homecrest Avenue","Homecrest Avenue","Avenue S & Avenue T","Brooklyn","315.0","Not Applicable","Not Applicable","40.601617","-73.959779","X","AREA OF MINIMAL FLOOD HAZARD","5"
