"","the_geom.type","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","benchid","category","benchtype","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","femafldz","femafldt","hrcevac"
"223","Point","3","Brooklyn","310","43","46","22","11","3958.0","329.0","Senior Safety","backed 2",2018-02-08,"8125 3rd Avenue","8125 3rd Avenue","3rd Avenue","81st Street & 82nd Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.626866","-74.029659","X","AREA OF MINIMAL FLOOD HAZARD",NA
"224","Point","3","Brooklyn","312","44","48","17","10","3231.0","1765.0","Municipal Facilities","backed",2016-04-30,"5601 16th Avenue","5601 16th Avenue","16th Avenue","56th Street & 57th Street","Brooklyn","312.0","Not Applicable","Not Applicable","40.627029","-73.989672","X","AREA OF MINIMAL FLOOD HAZARD",NA
"225","Point","5","Staten Island","501","49","63","23","11","1901.0","538.0","General","backed",2013-05-01,"2324 Forest Avenue","2324 Forest Avenue","Forest Avenue","South Avenue & Lilac Street","Staten Island","501.0","S40","Not Applicable","40.627509","-74.16732","X","AREA OF MINIMAL FLOOD HAZARD","1"
"226","Point","3","Brooklyn","312","44","48","17","10","3396.0","2273.0","Bus Route","backless",2016-10-29,"5002 18th Avenue","5002 18th Avenue","18th Avenue","50th Street & 51st Street","Brooklyn","312.0","B8","Not Applicable","40.627651","-73.981667","X","AREA OF MINIMAL FLOOD HAZARD",NA
"227","Point","5","Staten Island","501","49","61","24","11","1678.0","423.0","Bus Route","backless",2013-01-29,"888 Forest Avenue","888 Forest Avenue","Forest Avenue","Elizabeth Street & Clove Road","Staten Island","501.0","S48","Not Applicable","40.628535","-74.119426","X","AREA OF MINIMAL FLOOD HAZARD",NA
"228","Point","3","Brooklyn","312","44","48","17","10","3395.0","1803.0","Bus Route","backless",2016-10-29,"4817 18th Avenue","4817 18th Avenue","18th Avenue","48th Street & 49th Street","Brooklyn","312.0","B8","Not Applicable","40.628721","-73.980571","X","AREA OF MINIMAL FLOOD HAZARD",NA
"229","Point","3","Brooklyn","310","43","64","22","11","3935.0","331.0","General","backed 2",2018-02-08,"7821 3rd Avenue","7821 3rd Avenue","3rd Avenue","78th Street & 79th Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.629079","-74.028753","X","AREA OF MINIMAL FLOOD HAZARD",NA
"230","Point","5","Staten Island","501","49","61","24","11","1679.0","33.0","Bus Route","backless",2013-01-29,"738 Forest Avenue","738 Forest Avenue","Forest Avenue","N. Burghar Avenue & Broadway","Staten Island","501.0","S48","Not Applicable","40.629191","-74.114059","X","AREA OF MINIMAL FLOOD HAZARD",NA
"231","Point","3","Brooklyn","314","40","44","17","9","2384.0","1705.0","Senior Center","backed",2015-02-18,"817 Avenue H","817 Avenue H","Avenue H","E 8th & 9th Street","Brooklyn","314.0","Not Applicable","Not Applicable","40.629268","-73.968686","X","AREA OF MINIMAL FLOOD HAZARD",NA
"232","Point","3","Brooklyn","310","43","64","22","11","2749.0","2749.0","General","backed",2016-08-03,"7601 4th Avenue","7601 4th Avenue","4th Avenue","76th Street & 77th Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.629997","-74.025395","X","AREA OF MINIMAL FLOOD HAZARD",NA
"233","Point","3","Brooklyn","314","45","44","17","9","3274.0","2274.0","Municipal Facilities","backless",2016-04-30,"1139 Coney Island Avenue","1139 Coney Island Avenue","Coney Island Avenue","Avenue H & Glenwood Road","Brooklyn","314.0","B68","Not Applicable","40.630101","-73.966207","X","AREA OF MINIMAL FLOOD HAZARD",NA
"234","Point","3","Brooklyn","310","38","49","22","10","2481.0","1218.0","Health Care Facilities","backless",2014-05-29,"6511 Fort Hamilton Parkway","6511 Fort Hamilton Parkway","Fort Hamilton Parkway","65th Street & 66th Street","Brooklyn","310.0","B16","Not Applicable","40.630512","-74.009389","X","AREA OF MINIMAL FLOOD HAZARD",NA
"235","Point","5","Staten Island","501","49","61","24","11","1683.0","308.0","Bus Route","backless",2013-01-29,"475 Forest Avenue","475 Forest Avenue","Forest Avenue","Bard Avenue & Hoyt Avenue","Staten Island","501.0","S48","Not Applicable","40.630629","-74.105267","X","AREA OF MINIMAL FLOOD HAZARD",NA
"236","Point","3","Brooklyn","312","44","48","17","10","2429.0","954.0","Health Care Facilities","backless",2014-04-16,"5608 13th Avenue","5608 13th Avenue","13th Avenue","56th Street & 57th Street","Brooklyn","312.0","B16","Not Applicable","40.630996","-73.996325","X","AREA OF MINIMAL FLOOD HAZARD",NA
"237","Point","5","Staten Island","501","49","61","23","11","2642.0","1209.0","Municipal Facilities","backed",2014-08-11,"168 Hooker Place","168 Hooker Place","Walker Street","Tranton Place","Staten Island","501.0","Not Applicable","Not Applicable","40.631523","-74.144297","X","AREA OF MINIMAL FLOOD HAZARD",NA
"238","Point","3","Brooklyn","314","40","44","17","9","848.0","176.0","General","backed",2012-07-24,"736 East 8th Street","736 East 8th Street","East 8th Street","Webster Avenue & Newkirk Avenue","Brooklyn","314.0","Not Applicable","Not Applicable","40.63224","-73.968353","X","AREA OF MINIMAL FLOOD HAZARD",NA
"239","Point","3","Brooklyn","318","46","41","21","8","3539.0","2435.0","Bus Route","backed",2016-07-26,"1633 Utica Avenue","1633 Utica Avenue","Utica Avenue","Avenue H & Avenue I","Brooklyn","318.0","Not Applicable","Not Applicable","40.632285","-73.928294","X","AREA OF MINIMAL FLOOD HAZARD","5"
"240","Point","3","Brooklyn","314","45","42","21","9","2221.0","554.0","Bus Route","backless 2",2013-10-31,"1577 Flatbush Avenue","1577 Flatbush Avenue","Flatbush Avenue","Nostrand Avenue & E 31st Street","Brooklyn","314.0","B103","Not Applicable","40.632356","-73.94714","X","AREA OF MINIMAL FLOOD HAZARD","5"
"241","Point","3","Brooklyn","314","45","42","21","9","3151.0","1434.0","General","backed",2015-09-09,"2707 Campus Road","2707 Campus Road","Campus Road","Amersfort Place & E 27th Street","Brooklyn","314.0","Not Applicable","Not Applicable","40.63239","-73.950598","X","AREA OF MINIMAL FLOOD HAZARD","5"
"242","Point","3","Brooklyn","314","40","44","17","9","3365.0","174.0","General","backed",2016-08-01,"1211 Foster Avenue","1211 Foster Avenue","Foster Avenue","Argyle Road & Westminister Road","Brooklyn","314.0","Not Applicable","Not Applicable","40.632926","-73.965492","X","AREA OF MINIMAL FLOOD HAZARD","6"
"243","Point","3","Brooklyn","312","38","49","17","7","3787.0","92.0","Bus Route","backless 2",2017-07-03,"6003 Fort Hamilton Pkwy","6003 Fort Hamilton Pkwy","Fort Hamilton Pkwy","60th Street & 61st Street","Brooklyn","312.0","B16","Not Applicable","40.632996","-74.005682","X","AREA OF MINIMAL FLOOD HAZARD",NA
"244","Point","3","Brooklyn","312","38","49","17","7","3788.0","116.0","Bus Route","backless 2",2017-07-03,"6001 Fort Hamilton Pkwy","6001 Fort Hamilton Pkwy","60th Street","60th Street & 61st Street","Brooklyn","312.0","B9","Not Applicable","40.633002","-74.005671","X","AREA OF MINIMAL FLOOD HAZARD",NA
"245","Point","3","Brooklyn","310","43","49","23","10","4116.0","484.0","General","backed 2",2019-03-14,"6615 7th Avenue","6615 7th Avenue","7th Avenue","66th Street & 67th Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.633045","-74.015204","X","AREA OF MINIMAL FLOOD HAZARD",NA
"246","Point","3","Brooklyn","318","46","59","21","8","204.0","494.0","Bus Route","backless",2013-04-04,"5608 Avenue H","5608 Avenue H","Avenue H","E 56th Street & E 57th Street","Brooklyn","318.0","B6","Not Applicable","40.633215","-73.922384","X","AREA OF MINIMAL FLOOD HAZARD","3"
"247","Point","3","Brooklyn","314","40","44","21","9","3441.0","20.0","Bus Route","backless 2",2017-02-10,"1319 Foster Avenue","1319 Foster Avenue","Foster Avenue","Rugby Road & Argyle Road","Brooklyn","314.0","B8","Not Applicable","40.633353","-73.964566","X","AREA OF MINIMAL FLOOD HAZARD","6"
"248","Point","3","Brooklyn","310","43","64","22","11","2319.0","950.0","General","backed",2014-02-11,"7002 4th Avenue","7002 4th Avenue","4th Avenue","Ovington Avenue & 72nd Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.63359","-74.023948","X","AREA OF MINIMAL FLOOD HAZARD",NA
"249","Point","3","Brooklyn","312","38","48","17","10","3281.0","2242.0","General","backed",2016-05-21,"5801 Fort Hamilton Pkwy","5801 Fort Hamilton Pkwy","Fort Hamilton Pkwy","58th Street & 59th Street","Brooklyn","312.0","B16","Not Applicable","40.6339","-74.004064","X","AREA OF MINIMAL FLOOD HAZARD",NA
"250","Point","3","Brooklyn","310","43","64","22","11","1543.0","283.0","General","backed",2013-01-24,"7223 Ridge Blvd.",NA,"Ridge Blvd","72nd & 73rd Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.633942","-74.029709","X","AREA OF MINIMAL FLOOD HAZARD",NA
"251","Point","3","Brooklyn","314","45","42","21","9","2355.0","115.0","General","backless 2",2014-07-28,"2923 Glenwood Road","2923 Glenwood Road","Nostrand Avenue","E29th Street & Nostrand Avenue","Brooklyn","314.0","B44","Flatbush-Nostrand Junction","40.633959","-73.948468","X","AREA OF MINIMAL FLOOD HAZARD","5"
"252","Point","3","Brooklyn","314","40","44","17","9","3124.0","1893.0","General","backed",2015-09-09,"1100 Newkirk Avenue","1100 Newkirk Avenue","Newkirk Avenue","Coney Island Avenue & Westminster Road","Brooklyn","314.0","Not Applicable","Not Applicable","40.63398","-73.966558","X","AREA OF MINIMAL FLOOD HAZARD","6"
"253","Point","3","Brooklyn","312","38","49","17","7","3786.0","148.0","Bus Route","backed 2",2017-07-03,"900 60th Street","900 60th Street","60th Street","9th Avenue & Fort Hamilton Pkwy.","Brooklyn","312.0","B9","Not Applicable","40.633996","-74.007094","X","AREA OF MINIMAL FLOOD HAZARD",NA
"254","Point","3","Brooklyn","318","46","59","19","8","2785.0","1586.0","Municipal Facilities","backed",2015-01-02,"1070 E. 83rd Street","1070 E. 83rd Street","E. 83rd Street","Avenue J and Avenue K","Brooklyn","318.0","Not Applicable","Not Applicable","40.634085","-73.907925","X","AREA OF MINIMAL FLOOD HAZARD","3"
"255","Point","3","Brooklyn","318","46","59","19","8","196.0","926.0","Bus Route","backless",2013-09-19,"7721 Flatlands Avenue","7721 Flatlands Avenue","Flatlands Avenue","East 77th and 78th Streets","Brooklyn","318.0","B6","Not Applicable","40.634228","-73.915271","X","AREA OF MINIMAL FLOOD HAZARD","3"
"256","Point","3","Brooklyn","310","43","64","22","11","1343.0","356.0","Senior Center","backed",2013-01-04,"6935 Fourth Avenue","6935 Fourth Avenue","4th Avenue","Ovington Avenue and 69th Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.634372","-74.023606","X","AREA OF MINIMAL FLOOD HAZARD",NA
"257","Point","3","Brooklyn","312","44","48","17","10","3782.0","406.0","Senior Safety","backed 2",2018-01-03,"5613 Fort Hamilton Pkwy","5613 Fort Hamilton Pkwy","Fort Hamilton Pkwy","57th Street & 58th Street","Brooklyn","312.0","Not Applicable","Not Applicable","40.634899","-74.002836","X","AREA OF MINIMAL FLOOD HAZARD",NA
"258","Point","3","Brooklyn","318","46","59","19","8","4013.0","360.0","Bus Route","backless 2",2018-01-18,"9915 Seaview Avenue","9915 Seaview Avenue","Seaview Avenue","East 100th Street & East 99th Street","Brooklyn","318.0","B17","Not Applicable","40.63497","-73.887902","X","AREA OF MINIMAL FLOOD HAZARD","2"
"259","Point","3","Brooklyn","314","40","42","21","9","2418.0","1977.0","General","backless",2014-04-30,"1717 Foster Avenue","1717 Foster Avenue","Foster Avenue","E 17th Street and E 18th Street","Brooklyn","314.0","B8","Not Applicable","40.635035","-73.961077","X","AREA OF MINIMAL FLOOD HAZARD","6"
"260","Point","3","Brooklyn","312","40","44","17","9","3394.0","1693.0","Bus Route","backless",2016-10-29,"3714 18th Avenue","3714 18th Avenue","18th Avenue","Coney Island Avenue & E 9th Street","Brooklyn","314.0","B8","Not Applicable","40.63504","-73.968082","X","AREA OF MINIMAL FLOOD HAZARD",NA
"261","Point","3","Brooklyn","307","38","49","20","7","2285.0","1375.0","General","backless",2013-12-16,"6010 8th Avenue","6010 8th Avenue","8th Avenue","60th & 61st Street","Brooklyn","307.0","B70","Not Applicable","40.63537","-74.009699","X","AREA OF MINIMAL FLOOD HAZARD",NA
"262","Point","3","Brooklyn","318","46","59","19","8","193.0","811.0","Bus Route","backed",2013-09-19,"956 East 82nd Street","8168 Flatlands Avenue","Flatlands Avenue","East 81st and 82nd Streets","Brooklyn","318.0","B6","Not Applicable","40.635553","-73.91079","X","AREA OF MINIMAL FLOOD HAZARD","3"
"263","Point","5","Staten Island","501","49","61","23","11","2065.0","764.0","Community Health Centers","backed",2013-08-08,"235 Port Richmond Avenue","235 Port Richmond Avenue","Port Richmond Avenue","Anderson and Castleton Avenues","Staten Island","501.0","Not Applicable","Not Applicable","40.635621","-74.135021","X","AREA OF MINIMAL FLOOD HAZARD",NA
"264","Point","3","Brooklyn","317","45","42","21","9","2357.0","1137.0","General","backed",2014-02-11,"2035 Nostrand Avenue","2035 Nostrand Avenue","Nostrand Avenue","Farragut Road & Glenwood Road","Brooklyn","317.0","Not Applicable","Not Applicable","40.635639","-73.947937","X","AREA OF MINIMAL FLOOD HAZARD","5"
"265","Point","3","Brooklyn","318","46","59","19","8","4159.0","851.0","Bus Route","backless",2018-09-13,"8020 Flatlands Avenue","8020 Flatlands Avenue","Flatlands Avenue","E 80th & E 81st Street","Brooklyn","318.0","B82","Not Applicable","40.635648","-73.913046","X","AREA OF MINIMAL FLOOD HAZARD","3"
"266","Point","5","Staten Island","501","49","61","23","11","1677.0","339.0","Bus Route","backless",2013-01-29,"263 Bay Street","263 Bay Street","Bay Street","Hannah Street & Swan Street","Staten Island","501.0","S78","Not Applicable","40.6357","-74.075713","X","AREA OF MINIMAL FLOOD HAZARD","2"
"267","Point","3","Brooklyn","314","45","42","21","9","2315.0","1011.0","General","backless",2014-02-11,"2030 Nostrand Avenue","2030 Nostrand Avenue","Nostrand Avenue","Farragut Road & Glenwood Road","Brooklyn","314.0","B44","Flatbush-Nostrand Junction","40.635752","-73.947973","X","AREA OF MINIMAL FLOOD HAZARD","5"
"268","Point","3","Brooklyn","310","43","51","23","10","1985.0","629.0","General","backed",2013-06-26,"6753 4th Avenue","6753 4th Avenue","4th Avenue","68th & Senator Street","Brooklyn","310.0","Not Applicable","Not Applicable","40.635843","-74.023009","X","AREA OF MINIMAL FLOOD HAZARD",NA
"269","Point","3","Brooklyn","312","38","49","17","7","3785.0","60.0","Bus Route","backless 2",2017-07-03,"5911 8th Avenue","5911 8th Avenue","8th Avenue","60th Street & 59th Street","Brooklyn","312.0","B70","Not Applicable","40.635941","-74.00908","X","AREA OF MINIMAL FLOOD HAZARD",NA
"270","Point","3","Brooklyn","318","46","59","19","8","2968.0","1275.0","Municipal Facilities","backless",2015-01-13,"1665 Ralph Avenue","1665 Ralph Avenue","Ralph Avenue","East 76th Street & East 77th Street","Brooklyn","318.0","B47","Not Applicable","40.63621","-73.919026","X","AREA OF MINIMAL FLOOD HAZARD","3"
"271","Point","5","Staten Island","501","49","61","23","11","2064.0","728.0","Community Health Centers","backless",2013-08-08,"221 Broadway","221 Broadway","Broadway","Henderson Avenue and Winegar Lane","Staten Island","501.0","S54","Not Applicable","40.636587","-74.117509","X","AREA OF MINIMAL FLOOD HAZARD","6"
"272","Point","5","Staten Island","501","49","61","23","11","2641.0","1601.0","Municipal Facilities","backed",2014-08-11,"161 Park Avenue","161 Park Avenue","Park Avenue","New Street and Vreeland Street","Staten Island","501.0","Not Applicable","Not Applicable","40.636598","-74.132919","X","AREA OF MINIMAL FLOOD HAZARD",NA
"273","Point","3","Brooklyn","312","44","48","17","10","3769.0","254.0","Senior Safety","backed",2017-09-26,"4601 13th Avenue","4601 13th Avenue","13th Avenue","46th Street & 47th Street","Brooklyn","312.0","Not Applicable","Not Applicable","40.636617","-73.990452","X","AREA OF MINIMAL FLOOD HAZARD",NA
"274","Point","3","Brooklyn","307","38","49","20","7","2203.0","583.0","General","backed",2013-11-26,"6013 7th Avenue","6013 7th Avenue","7th Avenue","60th & 61st Streets","Brooklyn","307.0","Not Applicable","Not Applicable","40.636682","-74.011894","X","AREA OF MINIMAL FLOOD HAZARD",NA
"275","Point","5","Staten Island","501","49","61","23","11","2230.0","1070.0","Community Health Centers","backless",2013-10-28,"778 Henderson Avenue","778 Henderson Avenue","Broadway","Campbell Avenue and Henderson Avenue","Staten Island","501.0","S54","Not Applicable","40.63688","-74.118046","X","AREA OF MINIMAL FLOOD HAZARD","6"
"276","Point","3","Brooklyn","310","43","51","22","10","3629.0","35.0","General","backed 2",2017-03-07,"6740 3rd Avenue","6740 3rd Avenue","3rd Avenue","Senator Street & 68th Street","Brooklyn","310.0","B37","Not Applicable","40.637073","-74.025513","X","AREA OF MINIMAL FLOOD HAZARD",NA
"277","Point","3","Brooklyn","312","44","48","17","10","2577.0","1378.0","Municipal Facilities","backless",2014-07-03,"4508 13th Avenue","4508 13th Avenue","13th Avenue","45th Street and 46th Street","Brooklyn","312.0","B16","Not Applicable","40.637155","-73.989919","X","AREA OF MINIMAL FLOOD HAZARD",NA
"278","Point","3","Brooklyn","317","45","41","21","9","2479.0","1196.0","Health Care Facilities","backless",2014-05-29,"1440 Utica Avenue","1440 Utica Avenue","Utica Avenue","Farragut Road & Glenwood Road","Brooklyn","317.0","B46","Not Applicable","40.637375","-73.928857","X","AREA OF MINIMAL FLOOD HAZARD","4"
"279","Point","3","Brooklyn","318","46","59","19","8","2967.0","1274.0","Municipal Facilities","backless",2014-11-05,"8517 Flatlands Avenue","8517 Flatlands Avenue","Flatlands Avenue","East 85th Street & East 86th Street","Brooklyn","318.0","B6","Not Applicable","40.638006","-73.909436","X","AREA OF MINIMAL FLOOD HAZARD","3"
"280","Point","3","Brooklyn","312","39","48","17","10","3768.0","260.0","Senior Safety","backed",2017-08-26,"4217 13th Avenue","4217 13th Avenue","13th Avenue","43rd Street & 42nd Street","Brooklyn","312.0","Not Applicable","Not Applicable","40.638793","-73.988185","X","AREA OF MINIMAL FLOOD HAZARD",NA
"281","Point","3","Brooklyn","307","38","51","23","10","2155.0","741.0","Community Health Centers","backed",2013-09-13,"6317 4th Avenue","6317 4th Avenue","4th Avenue","64th and 63rd Streets","Brooklyn","307.0","Not Applicable","Not Applicable","40.638987","-74.02034","X","AREA OF MINIMAL FLOOD HAZARD",NA
"282","Point","3","Brooklyn","317","45","42","21","9","3266.0","2340.0","Municipal Facilities","backed",2017-06-20,"1901 Nostrand Avenue","1901 Nostrand Avenue","Nostrand Avenue","Newkirk Avenue & Foster Avenue","Brooklyn","317.0","Not Applicable","Not Applicable","40.639279","-73.948327","X","AREA OF MINIMAL FLOOD HAZARD","5"
"283","Point","3","Brooklyn","312","39","44","17","10","2576.0","1381.0","Municipal Facilities","backless",2014-07-03,"4102 13th Avenue","4102 13th Avenue","13th Avenue","41st Street & 42nd Street","Brooklyn","312.0","B16","Not Applicable","40.639416","-73.987562","X","AREA OF MINIMAL FLOOD HAZARD",NA
"284","Point","3","Brooklyn","312","39","44","21","10","3996.0","2322.0","Bus Route","backless 2",2018-05-11,"600 McDonald Avenue","600 McDonald Avuenue","McDonald Avuenue","Cortelyou Road & Avenue C","Brooklyn","312.0","B67","Not Applicable","40.639418","-73.978914","X","AREA OF MINIMAL FLOOD HAZARD",NA
"285","Point","3","Brooklyn","307","38","49","20","7","3784.0","407.0","Senior Safety","backed 2",2018-01-03,"5501 7th Avenue","5501 7th Avenue","7th Avenue","55th Street & 56th Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.639556","-74.008903","X","AREA OF MINIMAL FLOOD HAZARD",NA
"286","Point","3","Brooklyn","317","45","42","21","9","2736.0","1532.0","Municipal Facilities","backed",2014-10-14,"3109 Newkirk Avenue","434 East 32nd Street","East 32nd Street","East 31st Street & East 32nd Street","Brooklyn","317.0","Not Applicable","Not Applicable","40.640066","-73.947253","X","AREA OF MINIMAL FLOOD HAZARD","5"
"287","Point","3","Brooklyn","318","46","59","19","8","4158.0","642.0","Bus Route","backless",2018-09-13,"9001 Flatlands Avenue","9001 Flatlands Avenue","Flatlands Avenue","Remsen Avenue & E 92nd Street","Brooklyn","318.0","B82","Not Applicable","40.640317","-73.905866","X","AREA OF MINIMAL FLOOD HAZARD","4"
"288","Point","3","Brooklyn","307","38","51","20","7","3758.0","502.0","Senior Safety","backed 2",2018-01-12,"480 59th Street","5906 5th Avenue","5th Avenue","5th Avenue & 4th Avenue","Brooklyn","307.0","Not Applicable","Sunset Park","40.640431","-74.016175","X","AREA OF MINIMAL FLOOD HAZARD",NA
"289","Point","3","Brooklyn","312","39","44","17","10","4060.0","1776.0","General","backless",2018-05-11,"3914 13th Avenue","3914 13th Avenue","13th Avenue","39th Street & 40th Street","Brooklyn","312.0","B16","Not Applicable","40.640492","-73.986448","X","AREA OF MINIMAL FLOOD HAZARD",NA
"290","Point","3","Brooklyn","312","38","49","17","7","2158.0","683.0","Community Health Centers","backed",2013-09-13,"4812 9th Avenue","4812 9th Avenue","49th Street","8th Avenues and 9th Avenues","Brooklyn","312.0","B11","Not Applicable","40.640545","-74.000731","X","AREA OF MINIMAL FLOOD HAZARD",NA
"291","Point","3","Brooklyn","307","38","49","20","7","3783.0","408.0","Senior Safety","backed 2",2018-01-03,"5323 7th Avenue","5323 7th Avenue","7th Avenue","54th Street & 53rd Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.640586","-74.00783","X","AREA OF MINIMAL FLOOD HAZARD",NA
"292","Point","3","Brooklyn","307","38","49","20","7","2380.0","1702.0","Senior Center","backed",2015-02-18,"5000-5010 8th Avenue","772 50th Street","50th Street","7th & 8th Avenue","Brooklyn","307.0","Not Applicable","Not Applicable","40.641036","-74.003809","X","AREA OF MINIMAL FLOOD HAZARD",NA
"293","Point","3","Brooklyn","318","46","59","19","8","2580.0","1371.0","Municipal Facilities","backless",2014-07-07,"1600 Rockaway Parkway","1596 Rockaway Parkway","Rockaway Parkway","Avenue J & Avenue K","Brooklyn","318.0","B42","Not Applicable","40.641474","-73.898254","X","AREA OF MINIMAL FLOOD HAZARD","3"
"294","Point","3","Brooklyn","318","46","59","19","8","2581.0","789.0","Municipal Facilities","backless",2014-07-07,"1600 Rockaway Parkway","1678 Rockaway Parkway","Rockaway Parkway","Avenue J & Avenue K","Brooklyn","318.0","B42","Not Applicable","40.641474","-73.898254","X","AREA OF MINIMAL FLOOD HAZARD","3"
"295","Point","5","Staten Island","501","49","61","23","11","2517.0","1276.0","Municipal Facilities","backless",2014-08-13,"5 Bay Street","5 Bay Street","Bay Street","Stuyvesant Place and Ferry Terminal Viaduct","Staten Island","501.0","S42","Not Applicable","40.641476","-74.073976","X","AREA OF MINIMAL FLOOD HAZARD","1"
"296","Point","5","Staten Island","501","49","61","23","11","2231.0","1067.0","Community Health Centers","backless",2013-10-28,"5 Central Avenue","5 Central Avenue","Central Avenue","Hyatt Street and Slosson Terrace","Staten Island","501.0","S4252","Not Applicable","40.641518","-74.076923","X","AREA OF MINIMAL FLOOD HAZARD",NA
"297","Point","3","Brooklyn","317","45","41","21","9","3536.0","1385.0","Bus Route","backless",2016-07-26,"1250 Utica Avenue","1250 Utica Avenue","Utica Avenue","Avenue D & Foster Avenue","Brooklyn","317.0","B46","Not Applicable","40.641783","-73.929328","X","AREA OF MINIMAL FLOOD HAZARD","5"
"298","Point","5","Staten Island","501","49","61","23","11","2757.0","1612.0","General","backed",2014-08-13,"145 Cassidy Place","145 Cassidy Place","Cassidy Place","Linton Avenue & Lafayette Avenue","Staten Island","501.0","Not Applicable","Not Applicable","40.641818","-74.09756","X","AREA OF MINIMAL FLOOD HAZARD",NA
"299","Point","5","Staten Island","501","49","61","23","11","2326.0","619.0","Senior Center","backed",2014-03-14,"125 Cassidy Place","125 Cassidy Place","Cassidy Place","Clinton Avenue & Lafayette Avenue","Staten Island","501.0","Not Applicable","Not Applicable","40.641888","-74.096489","X","AREA OF MINIMAL FLOOD HAZARD",NA
"300","Point","3","Brooklyn","312","39","44","21","10","316.0","142.0","Bus Route","backless",2012-06-25,"3409 & 3411 14th Avenue",NA,"14th Avenue","Church Avenue & 35th Street","Brooklyn","312.0","B35","Not Applicable","40.641935","-73.981335","X","AREA OF MINIMAL FLOOD HAZARD",NA
"301","Point","5","Staten Island","501","49","61","23","11","2756.0","1177.0","General","backed",2014-06-05,"115 Cassidy Place","Cassidy Place","Cassidy Place","Clinton Avenue & Lafayette Avenue","Staten Island","501.0","Not Applicable","Not Applicable","40.641938","-74.095967","X","AREA OF MINIMAL FLOOD HAZARD",NA
"302","Point","3","Brooklyn","307","38","51","20","7","1613.0","333.0","General","backed",2013-01-24,"330 59th Street","330 59th Street","4th Avenue","59th Street & 60th Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.642121","-74.018997","X","AREA OF MINIMAL FLOOD HAZARD",NA
"303","Point","3","Brooklyn","318","46","59","19","8","2579.0","1238.0","Municipal Facilities","backless",2014-07-07,"1535 Rockaway Parkway","1535 Rockaway Parkway","Rockaway Parkway","Avenue J & Flatlands Avenue","Brooklyn","318.0","B42","Not Applicable","40.643178","-73.900118","X","AREA OF MINIMAL FLOOD HAZARD","4"
"304","Point","3","Brooklyn","307","38","51","20","7","2157.0","747.0","Community Health Centers","backed",2013-09-13,"5010 6th Avenue","5010 6th Avenue","6th Avenue","50th and 51st Streets","Brooklyn","307.0","Not Applicable","Not Applicable","40.64366","-74.008252","X","AREA OF MINIMAL FLOOD HAZARD",NA
"305","Point","3","Brooklyn","307","38","51","20","7","1848.0","292.0","Senior Center","backed",2013-04-11,"5216 5th Avenue","5216 5th Avenue","5th Avenue","52nd & 53rd Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.643843","-74.011646","X","AREA OF MINIMAL FLOOD HAZARD",NA
"306","Point","3","Brooklyn","314","40","42","21","9","3897.0","1784.0","Senior Safety","backed",2017-08-17,"2108 Cortelyou Road","2108 Cortelyou Road","Cortelyou Road","E 21st Street & Flatbush Avenue","Brooklyn","314.0","Not Applicable","Not Applicable","40.643908","-73.958427","X","AREA OF MINIMAL FLOOD HAZARD","6"
"307","Point","3","Brooklyn","307","38","51","17","7","3471.0","36.0","General","backed 2",2017-03-07,"4720 7th Avenue","4720 7th Avenue","7th Avenue","47th Street & 48th Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.643967","-74.004346","X","AREA OF MINIMAL FLOOD HAZARD",NA
"308","Point","3","Brooklyn","317","45","58","21","9","2480.0","1226.0","Health Care Facilities","backless",2014-05-29,"1160 Utica Avenue","1160 Utica Avenue","Utica Avenue","Clarendon Road & Avenue D","Brooklyn","317.0","B46","Not Applicable","40.644086","-73.929575","X","AREA OF MINIMAL FLOOD HAZARD","5"
"309","Point","3","Brooklyn","314","40","44","21","9","3393.0","18.0","Bus Route","backless 2",2017-02-10,"547 Coney Island Avenue","547 Coney Island Avenue","Coney Island Avenue","Beverly Road & Hinckley Place","Brooklyn","314.0","B68","Not Applicable","40.644098","-73.970178","X","AREA OF MINIMAL FLOOD HAZARD",NA
"310","Point","3","Brooklyn","307","38","51","20","7","1850.0","311.0","Senior Center","backed",2013-04-11,"5024 5th Avenue","5024 5th Avenue","5th Avenue","50th & 51st Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.64493","-74.010515","X","AREA OF MINIMAL FLOOD HAZARD",NA
"311","Point","3","Brooklyn","317","40","42","21","9","2284.0","1019.0","General","backed",2013-12-16,"209 Veronica Place","209 Veronica Place","Veronica Place","Beverly Road & Tilden Avenue","Brooklyn","317.0","Not Applicable","Not Applicable","40.645223","-73.952567","X","AREA OF MINIMAL FLOOD HAZARD","6"
